customer_id,signup_date,city,acquisition_channel
CUST000175,12-03-2025,Pune,Organic
CUST000178,25-12-2024,Ahmedabad,Paid
CUST000180,08-02-2025,Mumbai,Social
CUST000188,15-12-2024,Ahmedabad,Social
CUST000190,08-02-2025,Pune,Paid
CUST000191,11-02-2025,Kolkata,Organic
CUST000193,05-12-2024,Mumbai,Paid
CUST000194,23-02-2025,Bengaluru,Paid
CUST000197,29-05-2025,Chennai,Organic
CUST000198,17-12-2024,Hyderabad,Organic
CUST000200,12-12-2024,Chennai,Organic
CUST000201,25-12-2024,Bengaluru,Organic
CUST000203,28-02-2025,Kolkata,Referral
CUST000211,28-11-2024,Mumbai,Paid
CUST000214,03-01-2025,Ahmedabad,Organic
CUST000215,27-12-2024,Mumbai,Paid
CUST000216,16-01-2025,Mumbai,Paid
CUST000217,05-02-2025,Bengaluru,Paid
CUST000218,27-12-2024,Chennai,Organic
CUST000219,28-04-2025,Hyderabad,Paid
CUST000220,08-12-2024,Chennai,Social
CUST000221,20-01-2025,Bengaluru,Organic
CUST000222,07-05-2025,Mumbai,Organic
CUST000229,11-06-2025,Ahmedabad,Paid
CUST000231,31-01-2025,Ahmedabad,Organic
CUST000233,13-07-2025,Chennai,Social
CUST000237,07-06-2025,Kolkata,Paid
CUST000239,26-05-2025,Delhi,Social
CUST000242,19-03-2025,Mumbai,Social
CUST000243,03-02-2025,Chennai,Social
CUST000245,20-04-2025,Hyderabad,Organic
CUST000247,06-06-2025,Bengaluru,Paid
CUST000252,03-12-2024,Delhi,Organic
CUST000256,15-06-2025,Delhi,Organic
CUST000257,14-03-2025,Bengaluru,Organic
CUST000258,10-06-2025,Bengaluru,Organic
CUST000261,26-05-2025,Delhi,Organic
CUST000265,15-03-2025,Chennai,Organic
CUST000266,07-05-2025,Mumbai,Paid
CUST000268,03-02-2025,Delhi,Referral
CUST000269,14-02-2025,Delhi,Organic
CUST000270,13-01-2025,Kolkata,Organic
CUST000276,12-07-2025,Mumbai,Paid
CUST000278,02-03-2025,Chennai,Paid
CUST000279,22-02-2025,Bengaluru,Paid
CUST000280,05-04-2025,Hyderabad,Referral
CUST000281,10-01-2025,Delhi,Paid
CUST000282,12-06-2025,Hyderabad,Referral
CUST000284,27-06-2025,Ahmedabad,Organic
CUST000285,17-02-2025,Chennai,Paid
CUST000286,21-12-2024,Mumbai,Organic
CUST000289,14-01-2025,Bengaluru,Paid
CUST000291,01-01-2025,Delhi,Organic
CUST000293,26-01-2025,Delhi,Organic
CUST000295,22-07-2025,Bengaluru,Paid
CUST000300,18-06-2025,Chennai,Paid
CUST000302,22-12-2024,Delhi,Paid
CUST000305,28-11-2024,Delhi,Paid
CUST000306,08-03-2025,Chennai,Organic
CUST000307,13-04-2025,Pune,Organic
CUST000308,20-07-2025,Pune,Organic
CUST000309,14-03-2025,Ahmedabad,Organic
CUST000310,29-12-2024,Bengaluru,Social
CUST000312,25-07-2025,Delhi,Paid
CUST000313,25-12-2024,Hyderabad,Organic
CUST000314,09-08-2025,Hyderabad,Referral
CUST000317,21-03-2025,Ahmedabad,Organic
CUST000318,29-03-2025,Chennai,Organic
CUST000319,22-04-2025,Mumbai,Organic
CUST000320,09-01-2025,Ahmedabad,Organic
CUST000324,16-02-2025,Chennai,Organic
CUST000325,23-12-2024,Chennai,Social
CUST000326,10-02-2025,Bengaluru,Organic
CUST000328,13-03-2025,Delhi,Organic
CUST000329,18-03-2025,Bengaluru,Organic
CUST000331,28-03-2025,Mumbai,Organic
CUST000332,03-01-2025,Bengaluru,Organic
CUST000334,23-02-2025,Mumbai,Organic
CUST000335,27-05-2025,Ahmedabad,Organic
CUST000337,31-12-2024,Mumbai,Referral
CUST000338,26-06-2025,Bengaluru,Paid
CUST000339,28-02-2025,Ahmedabad,Paid
CUST000342,13-03-2025,Mumbai,Referral
CUST000345,22-01-2025,Bengaluru,Referral
CUST000346,28-11-2024,Hyderabad,Referral
CUST000348,22-03-2025,Hyderabad,Social
CUST000350,31-01-2025,Hyderabad,Organic
CUST000351,03-05-2025,Bengaluru,Paid
CUST000353,21-12-2024,Ahmedabad,Organic
CUST000354,30-12-2024,Chennai,Organic
CUST000356,02-02-2025,Bengaluru,Paid
CUST000357,24-05-2025,Mumbai,Organic
CUST000361,07-05-2025,Chennai,Organic
CUST000363,13-02-2025,Bengaluru,Organic
CUST000364,17-01-2025,Bengaluru,Organic
CUST000365,20-02-2025,Delhi,Organic
CUST000366,26-01-2025,Bengaluru,Organic
CUST000369,15-04-2025,Chennai,Paid
CUST000371,24-02-2025,Delhi,Organic
CUST000373,20-04-2025,Bengaluru,Organic
CUST000374,09-06-2025,Hyderabad,Paid
CUST000376,03-08-2025,Bengaluru,Social
CUST000377,03-03-2025,Chennai,Social
CUST000386,15-02-2025,Pune,Organic
CUST000388,23-02-2025,Ahmedabad,Referral
CUST000389,06-06-2025,Chennai,Paid
CUST000391,14-12-2024,Kolkata,Organic
CUST000394,08-01-2025,Mumbai,Organic
CUST000395,13-12-2024,Bengaluru,Organic
CUST000396,10-08-2025,Pune,Paid
CUST000397,01-03-2025,Pune,Referral
CUST000398,03-03-2025,Kolkata,Organic
CUST000399,03-02-2025,Delhi,Paid
CUST000400,21-12-2024,Bengaluru,Referral
CUST000401,25-12-2024,Mumbai,Organic
CUST000402,18-05-2025,Bengaluru,Organic
CUST000403,02-08-2025,Bengaluru,Paid
CUST000404,02-04-2025,Bengaluru,Social
CUST000407,08-01-2025,Bengaluru,Paid
CUST000408,21-12-2024,Pune,Organic
CUST000409,17-03-2025,Chennai,Organic
CUST000413,24-03-2025,Delhi,Referral
CUST000414,21-12-2024,Ahmedabad,Paid
CUST000418,22-03-2025,Mumbai,Organic
CUST000419,19-12-2024,Bengaluru,Referral
CUST000420,04-01-2025,Kolkata,Organic
CUST000421,09-03-2025,Hyderabad,Referral
CUST000423,25-01-2025,Mumbai,Organic
CUST000424,18-02-2025,Ahmedabad,Organic
CUST000425,22-02-2025,Bengaluru,Organic
CUST000426,16-06-2025,Mumbai,Paid
CUST000427,18-03-2025,Mumbai,Paid
CUST000428,13-05-2025,Bengaluru,Referral
CUST000430,19-01-2025,Bengaluru,Referral
CUST000431,29-06-2025,Mumbai,Paid
CUST000432,28-07-2025,Bengaluru,Organic
CUST000433,16-03-2025,Chennai,Social
CUST000434,08-12-2024,Kolkata,Social
CUST000435,04-12-2024,Bengaluru,Paid
CUST000437,23-03-2025,Delhi,Paid
CUST000442,27-03-2025,Bengaluru,Organic
CUST000443,02-02-2025,Kolkata,Organic
CUST000445,22-02-2025,Mumbai,Organic
CUST000447,29-08-2025,Mumbai,Paid
CUST000448,19-04-2025,Mumbai,Referral
CUST000451,15-05-2025,Bengaluru,Social
CUST000452,09-11-2024,Bengaluru,Organic
CUST000453,14-02-2025,Bengaluru,Organic
CUST000454,07-12-2024,Bengaluru,Social
CUST000455,20-02-2025,Bengaluru,Paid
CUST000456,23-04-2025,Chennai,Organic
CUST000459,17-05-2025,Bengaluru,Organic
CUST000461,21-01-2025,Hyderabad,Paid
CUST000462,04-12-2024,Hyderabad,Referral
CUST000464,24-03-2025,Delhi,Organic
CUST000465,18-02-2025,Mumbai,Organic
CUST000466,19-02-2025,Mumbai,Organic
CUST000468,20-12-2024,Bengaluru,Paid
CUST000469,14-02-2025,Mumbai,Organic
CUST000470,05-02-2025,Ahmedabad,Paid
CUST000475,15-12-2024,Delhi,Organic
CUST000479,16-02-2025,Ahmedabad,Paid
CUST000480,15-02-2025,Pune,Paid
CUST000482,10-03-2025,Hyderabad,Social
CUST000486,26-03-2025,Hyderabad,Organic
CUST000488,23-01-2025,Bengaluru,Organic
CUST000490,30-08-2025,Hyderabad,Paid
CUST000492,17-12-2024,Mumbai,Referral
CUST000495,27-01-2025,Mumbai,Organic
CUST000499,27-12-2024,Bengaluru,Organic
CUST000501,04-02-2025,Bengaluru,Referral
CUST000502,07-04-2025,Delhi,Paid
CUST000504,03-02-2025,Bengaluru,Organic
CUST000505,05-01-2025,Bengaluru,Organic
CUST000507,22-12-2024,Pune,Referral
CUST000509,23-12-2024,Mumbai,Organic
CUST000510,25-02-2025,Bengaluru,Referral
CUST000511,31-05-2025,Ahmedabad,Organic
CUST000515,28-05-2025,Pune,Referral
CUST000517,23-02-2025,Delhi,Organic
CUST000519,07-04-2025,Delhi,Organic
CUST000520,21-03-2025,Bengaluru,Social
CUST000521,08-12-2024,Hyderabad,Organic
CUST000522,24-12-2024,Hyderabad,Organic
CUST000523,25-11-2024,Mumbai,Organic
CUST000524,04-03-2025,Hyderabad,Referral
CUST000525,11-02-2025,Bengaluru,Referral
CUST000526,30-12-2024,Bengaluru,Paid
CUST000531,30-01-2025,Mumbai,Organic
CUST000536,07-05-2025,Bengaluru,Organic
CUST000538,22-02-2025,Mumbai,Organic
CUST000539,19-12-2024,Bengaluru,Organic
CUST000540,21-12-2024,Delhi,Organic
CUST000542,28-01-2025,Chennai,Organic
CUST000545,21-02-2025,Mumbai,Referral
CUST000546,19-08-2025,Hyderabad,Social
CUST000547,17-04-2025,Hyderabad,Organic
CUST000549,08-03-2025,Mumbai,Social
CUST000554,02-02-2025,Pune,Paid
CUST000558,04-05-2025,Bengaluru,Organic
CUST000559,05-04-2025,Hyderabad,Organic
CUST000561,03-04-2025,Mumbai,Organic
CUST000563,09-03-2025,Mumbai,Paid
CUST000564,30-03-2025,Ahmedabad,Organic
CUST000565,11-03-2025,Delhi,Organic
CUST000566,25-05-2025,Hyderabad,Paid
CUST000567,14-04-2025,Ahmedabad,Referral
CUST000568,07-09-2025,Mumbai,Referral
CUST000569,29-06-2025,Bengaluru,Paid
CUST000570,01-01-2025,Chennai,Paid
CUST000572,06-05-2025,Chennai,Organic
CUST000574,12-02-2025,Mumbai,Organic
CUST000575,29-12-2024,Delhi,Organic
CUST000577,22-03-2025,Bengaluru,Organic
CUST000578,31-03-2025,Ahmedabad,Paid
CUST000579,08-02-2025,Mumbai,Referral
CUST000581,28-02-2025,Chennai,Organic
CUST000584,02-02-2025,Bengaluru,Paid
CUST000585,31-01-2025,Delhi,Organic
CUST000586,19-12-2024,Delhi,Referral
CUST000587,05-03-2025,Delhi,Organic
CUST000588,22-07-2025,Bengaluru,Paid
CUST000589,04-03-2025,Bengaluru,Organic
CUST000590,05-03-2025,Bengaluru,Organic
CUST000593,26-12-2024,Hyderabad,Organic
CUST000596,08-01-2025,Mumbai,Paid
CUST000598,03-02-2025,Pune,Organic
CUST000599,09-06-2025,Chennai,Organic
CUST000600,23-04-2025,Chennai,Referral
CUST000602,18-04-2025,Mumbai,Referral
CUST000603,02-01-2025,Bengaluru,Paid
CUST000604,12-02-2025,Ahmedabad,Referral
CUST000606,23-01-2025,Hyderabad,Organic
CUST000609,20-04-2025,Mumbai,Paid
CUST000610,15-05-2025,Mumbai,Organic
CUST000611,02-05-2025,Bengaluru,Organic
CUST000612,10-04-2025,Delhi,Paid
CUST000613,23-03-2025,Ahmedabad,Referral
CUST000615,03-12-2024,Bengaluru,Organic
CUST000620,03-12-2024,Chennai,Organic
CUST000622,12-05-2025,Bengaluru,Organic
CUST000623,10-03-2025,Bengaluru,Organic
CUST000624,06-06-2025,Delhi,Paid
CUST000626,26-02-2025,Mumbai,Social
CUST000630,19-12-2024,Bengaluru,Organic
CUST000631,10-01-2025,Mumbai,Paid
CUST000635,29-11-2024,Delhi,Paid
CUST000637,07-01-2025,Hyderabad,Organic
CUST000638,09-12-2024,Bengaluru,Organic
CUST000641,21-02-2025,Delhi,Referral
CUST000644,25-02-2025,Kolkata,Organic
CUST000645,18-12-2024,Bengaluru,Organic
CUST000648,13-02-2025,Mumbai,Referral
CUST000651,14-09-2025,Hyderabad,Paid
CUST000652,30-03-2025,Mumbai,Organic
CUST000655,19-02-2025,Chennai,Organic
CUST000656,15-04-2025,Ahmedabad,Paid
CUST000658,01-02-2025,Mumbai,Organic
CUST000660,14-02-2025,Bengaluru,Referral
CUST000665,10-11-2024,Bengaluru,Referral
CUST000666,19-01-2025,Ahmedabad,Organic
CUST000667,12-11-2024,Pune,Organic
CUST000669,04-08-2025,Pune,Paid
CUST000670,13-04-2025,Kolkata,Organic
CUST000672,03-12-2024,Pune,Paid
CUST000674,18-11-2024,Delhi,Paid
CUST000675,15-01-2025,Bengaluru,Organic
CUST000676,23-07-2025,Bengaluru,Social
CUST000678,05-01-2025,Delhi,Social
CUST000681,15-04-2025,Bengaluru,Social
CUST000682,20-12-2024,Mumbai,Social
CUST000684,27-01-2025,Delhi,Referral
CUST000685,15-01-2025,Mumbai,Referral
CUST000686,02-04-2025,Bengaluru,Social
CUST000687,11-07-2025,Ahmedabad,Organic
CUST000692,11-12-2024,Chennai,Organic
CUST000694,27-06-2025,Bengaluru,Organic
CUST000695,07-12-2024,Hyderabad,Referral
CUST000696,01-05-2025,Pune,Organic
CUST000698,21-12-2024,Pune,Organic
CUST000699,25-03-2025,Pune,Organic
CUST000700,09-07-2025,Pune,Referral
CUST000703,23-12-2024,Mumbai,Organic
CUST000704,13-02-2025,Chennai,Organic
CUST000705,05-01-2025,Bengaluru,Organic
CUST000706,01-03-2025,Mumbai,Social
CUST000710,19-01-2025,Mumbai,Organic
CUST000711,26-04-2025,Delhi,Referral
CUST000712,04-03-2025,Hyderabad,Organic
CUST000714,10-05-2025,Kolkata,Organic
CUST000715,27-01-2025,Bengaluru,Referral
CUST000716,29-12-2024,Mumbai,Organic
CUST000718,11-04-2025,Bengaluru,Referral
CUST000719,09-01-2025,Hyderabad,Organic
CUST000720,05-01-2025,Delhi,Social
CUST000721,17-02-2025,Chennai,Organic
CUST000722,30-06-2025,Bengaluru,Social
CUST000724,23-04-2025,Pune,Organic
CUST000727,19-11-2024,Mumbai,Social
CUST000729,20-01-2025,Mumbai,Organic
CUST000733,10-01-2025,Delhi,Organic
CUST000736,02-01-2025,Mumbai,Paid
CUST000739,22-02-2025,Pune,Organic
CUST000741,15-03-2025,Chennai,Organic
CUST000742,13-12-2024,Bengaluru,Organic
CUST000743,27-02-2025,Ahmedabad,Organic
CUST000744,17-04-2025,Kolkata,Social
CUST000745,07-05-2025,Pune,Organic
CUST000747,16-03-2025,Ahmedabad,Paid
CUST000748,21-12-2024,Chennai,Organic
CUST000749,12-03-2025,Chennai,Organic
CUST000750,10-05-2025,Mumbai,Paid
CUST000752,06-08-2025,Mumbai,Paid
CUST000753,15-12-2024,Chennai,Referral
CUST000754,17-01-2025,Chennai,Organic
CUST000756,06-07-2025,Delhi,Paid
CUST000757,19-08-2025,Bengaluru,Organic
CUST000758,27-07-2025,Pune,Paid
CUST000759,03-06-2025,Mumbai,Paid
CUST000762,19-11-2024,Ahmedabad,Social
CUST000763,17-01-2025,Hyderabad,Organic
CUST000765,08-06-2025,Bengaluru,Referral
CUST000767,07-02-2025,Mumbai,Organic
CUST000768,06-06-2025,Ahmedabad,Paid
CUST000770,06-03-2025,Hyderabad,Organic
CUST000771,16-01-2025,Bengaluru,Paid
CUST000772,26-03-2025,Bengaluru,Referral
CUST000774,04-01-2025,Delhi,Organic
CUST000777,26-03-2025,Delhi,Referral
CUST000778,19-03-2025,Hyderabad,Organic
CUST000780,27-12-2024,Pune,Organic
CUST000781,24-03-2025,Delhi,Organic
CUST000783,06-04-2025,Kolkata,Organic
CUST000788,23-01-2025,Bengaluru,Referral
CUST000789,11-03-2025,Kolkata,Organic
CUST000791,15-03-2025,Hyderabad,Organic
CUST000792,19-12-2024,Delhi,Referral
CUST000793,28-02-2025,Mumbai,Organic
CUST000794,13-03-2025,Chennai,Organic
CUST000795,09-01-2025,Mumbai,Organic
CUST000797,03-12-2024,Pune,Paid
CUST000799,17-01-2025,Bengaluru,Organic
CUST000802,23-04-2025,Ahmedabad,Referral
CUST000804,01-08-2025,Bengaluru,Organic
CUST000807,31-08-2025,Bengaluru,Paid
CUST000808,18-07-2025,Mumbai,Paid
CUST000809,26-12-2024,Mumbai,Organic
CUST000812,25-01-2025,Delhi,Paid
CUST000813,09-07-2025,Bengaluru,Paid
CUST000814,05-01-2025,Bengaluru,Organic
CUST000816,15-12-2024,Hyderabad,Referral
CUST000817,19-01-2025,Mumbai,Referral
CUST000820,21-05-2025,Bengaluru,Social
CUST000822,02-09-2025,Kolkata,Referral
CUST000826,12-12-2024,Ahmedabad,Paid
CUST000830,01-01-2025,Mumbai,Organic
CUST000835,24-02-2025,Bengaluru,Paid
CUST000836,11-05-2025,Bengaluru,Organic
CUST000837,22-01-2025,Mumbai,Social
CUST000841,03-07-2025,Hyderabad,Social
CUST000842,27-02-2025,Bengaluru,Organic
CUST000844,17-01-2025,Mumbai,Organic
CUST000845,16-12-2024,Ahmedabad,Organic
CUST000847,05-02-2025,Chennai,Organic
CUST000850,21-12-2024,Mumbai,Organic
CUST000852,08-03-2025,Pune,Organic
CUST000856,24-03-2025,Hyderabad,Organic
CUST000857,30-05-2025,Kolkata,Social
CUST000858,07-07-2025,Chennai,Organic
CUST000862,27-04-2025,Bengaluru,Organic
CUST000864,30-01-2025,Bengaluru,Referral
CUST000865,24-03-2025,Mumbai,Organic
CUST000866,30-12-2024,Delhi,Organic
CUST000867,23-02-2025,Delhi,Organic
CUST000870,16-05-2025,Delhi,Organic
CUST000871,28-12-2024,Hyderabad,Social
CUST000872,18-01-2025,Bengaluru,Paid
CUST000874,12-03-2025,Mumbai,Paid
CUST000879,26-12-2024,Hyderabad,Organic
CUST000880,24-01-2025,Bengaluru,Paid
CUST000881,06-07-2025,Mumbai,Social
CUST000882,01-07-2025,Bengaluru,Referral
CUST000884,13-01-2025,Delhi,Referral
CUST000888,21-08-2025,Bengaluru,Social
CUST000889,02-07-2025,Bengaluru,Paid
CUST000892,02-01-2025,Bengaluru,Social
CUST000893,23-01-2025,Delhi,Social
CUST000894,25-12-2024,Hyderabad,Organic
CUST000896,05-05-2025,Bengaluru,Organic
CUST000897,06-05-2025,Delhi,Social
CUST000900,15-01-2025,Delhi,Organic
CUST000901,17-12-2024,Mumbai,Referral
CUST000905,19-12-2024,Pune,Organic
CUST000906,19-12-2024,Ahmedabad,Organic
CUST000907,17-01-2025,Mumbai,Referral
CUST000908,27-12-2024,Chennai,Referral
CUST000909,13-01-2025,Kolkata,Organic
CUST000910,25-12-2024,Chennai,Organic
CUST000911,07-02-2025,Bengaluru,Organic
CUST000912,01-02-2025,Mumbai,Paid
CUST000914,07-08-2025,Mumbai,Social
CUST000915,26-01-2025,Ahmedabad,Referral
CUST000917,02-04-2025,Bengaluru,Organic
CUST000920,11-03-2025,Pune,Organic
CUST000921,20-03-2025,Ahmedabad,Referral
CUST000922,01-01-2025,Mumbai,Organic
CUST000923,28-12-2024,Pune,Organic
CUST000924,24-02-2025,Chennai,Referral
CUST000926,28-01-2025,Delhi,Referral
CUST000927,20-01-2025,Ahmedabad,Social
CUST000929,27-03-2025,Ahmedabad,Social
CUST000930,31-12-2024,Bengaluru,Social
CUST000931,08-12-2024,Bengaluru,Organic
CUST000935,08-12-2024,Pune,Social
CUST000936,31-03-2025,Chennai,Referral
CUST000937,14-01-2025,Kolkata,Social
CUST000945,17-08-2025,Pune,Social
CUST000946,11-01-2025,Bengaluru,Paid
CUST000949,19-04-2025,Bengaluru,Organic
CUST000950,23-11-2024,Mumbai,Organic
CUST000951,08-04-2025,Ahmedabad,Organic
CUST000953,17-02-2025,Kolkata,Referral
CUST000954,01-01-2025,Bengaluru,Paid
CUST000958,28-11-2024,Delhi,Organic
CUST000960,07-09-2025,Bengaluru,Paid
CUST000961,25-03-2025,Bengaluru,Organic
CUST000962,02-05-2025,Pune,Organic
CUST000963,30-03-2025,Pune,Organic
CUST000964,16-01-2025,Ahmedabad,Organic
CUST000967,21-03-2025,Bengaluru,Referral
CUST000968,14-07-2025,Delhi,Paid
CUST000974,11-01-2025,Chennai,Organic
CUST000975,20-05-2025,Chennai,Paid
CUST000976,20-07-2025,Bengaluru,Paid
CUST000979,31-03-2025,Bengaluru,Social
CUST000980,10-12-2024,Bengaluru,Organic
CUST000981,18-01-2025,Bengaluru,Referral
CUST000982,23-05-2025,Ahmedabad,Organic
CUST000984,16-04-2025,Bengaluru,Organic
CUST000986,01-02-2025,Hyderabad,Organic
CUST000990,18-02-2025,Kolkata,Organic
CUST000991,17-03-2025,Bengaluru,Referral
CUST000992,02-02-2025,Mumbai,Organic
CUST000993,11-04-2025,Hyderabad,Referral
CUST000994,07-02-2025,Kolkata,Referral
CUST000998,01-12-2024,Mumbai,Paid
CUST001000,08-05-2025,Mumbai,Paid
CUST001005,23-05-2025,Bengaluru,Organic
CUST001006,28-03-2025,Bengaluru,Organic
CUST001007,16-06-2025,Chennai,Paid
CUST001008,10-07-2025,Mumbai,Social
CUST001015,18-12-2024,Hyderabad,Organic
CUST001016,11-01-2025,Chennai,Social
CUST001017,11-03-2025,Chennai,Organic
CUST001019,25-02-2025,Mumbai,Paid
CUST001020,03-02-2025,Ahmedabad,Social
CUST001021,16-01-2025,Delhi,Referral
CUST001022,24-12-2024,Kolkata,Paid
CUST001024,11-02-2025,Pune,Organic
CUST001025,23-07-2025,Pune,Social
CUST001026,27-04-2025,Mumbai,Paid
CUST001029,11-12-2024,Bengaluru,Organic
CUST001031,16-05-2025,Delhi,Social
CUST001033,18-08-2025,Bengaluru,Paid
CUST001035,15-02-2025,Mumbai,Paid
CUST001036,18-06-2025,Bengaluru,Social
CUST001039,24-01-2025,Pune,Paid
CUST001046,14-04-2025,Delhi,Organic
CUST001047,01-12-2024,Delhi,Organic
CUST001048,03-03-2025,Kolkata,Organic
CUST001049,30-12-2024,Bengaluru,Organic
CUST001051,11-03-2025,Pune,Referral
CUST001058,01-01-2025,Bengaluru,Referral
CUST001061,13-12-2024,Kolkata,Organic
CUST001062,22-07-2025,Bengaluru,Referral
CUST001063,17-01-2025,Bengaluru,Organic
CUST001066,17-05-2025,Mumbai,Organic
CUST001067,15-04-2025,Chennai,Referral
CUST001069,19-07-2025,Delhi,Social
CUST001079,23-12-2024,Pune,Paid
CUST001080,16-06-2025,Hyderabad,Social
CUST001084,15-05-2025,Hyderabad,Organic
CUST001085,13-05-2025,Bengaluru,Organic
CUST001086,06-12-2024,Bengaluru,Paid
CUST001089,04-01-2025,Delhi,Social
CUST001092,15-05-2025,Hyderabad,Social
CUST001094,12-01-2025,Pune,Paid
CUST001098,20-07-2025,Delhi,Paid
CUST001099,10-03-2025,Bengaluru,Paid
CUST001100,12-04-2025,Bengaluru,Paid
CUST001102,20-07-2025,Delhi,Social
CUST001103,20-07-2025,Ahmedabad,Organic
CUST001104,18-04-2025,Bengaluru,Organic
CUST001106,05-06-2025,Pune,Paid
CUST001107,23-02-2025,Bengaluru,Referral
CUST001108,08-08-2025,Bengaluru,Organic
CUST001109,23-01-2025,Delhi,Organic
CUST001110,18-01-2025,Chennai,Organic
CUST001113,23-02-2025,Chennai,Referral
CUST001114,12-12-2024,Bengaluru,Referral
CUST001115,23-02-2025,Ahmedabad,Social
CUST001118,02-04-2025,Bengaluru,Organic
CUST001120,17-11-2024,Bengaluru,Organic
CUST001122,17-12-2024,Bengaluru,Organic
CUST001123,01-09-2025,Pune,Organic
CUST001124,22-04-2025,Chennai,Organic
CUST001126,20-12-2024,Bengaluru,Organic
CUST001127,25-02-2025,Bengaluru,Organic
CUST001128,20-12-2024,Bengaluru,Social
CUST001130,03-03-2025,Mumbai,Social
CUST001132,04-02-2025,Kolkata,Organic
CUST001134,03-07-2025,Bengaluru,Paid
CUST001135,06-01-2025,Chennai,Paid
CUST001136,04-01-2025,Delhi,Organic
CUST001139,23-05-2025,Pune,Organic
CUST001141,26-04-2025,Bengaluru,Organic
CUST001143,08-08-2025,Bengaluru,Organic
CUST001147,17-03-2025,Bengaluru,Organic
CUST001149,20-04-2025,Bengaluru,Organic
